Status,Name,Date,Key,Contents
Tropical Storm,Agatha,2010-05-29T22:40:00Z,EP012010,"
ZCZC MIATCUEP1 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM AGATHA TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP012010
340 PM PDT SAT MAY 29 2010
 
...CENTER OF AGATHA CROSSING THE COAST NEAR THE GUATEMALA/MEXICO
BORDER...
 
AT 340 PM PDT...2240 UTC...SURFACE OBSERVATIONS AND SATELLITE IMAGES
INDICATE THAT THE CENTER OF AGATHA IS CROSSING THE COAST ALONG THE
BORDER OF MEXICO AND GUATEMALA...AND IS NOW LOCATED JUST SOUTHEAST
OF TAPACHULA MEXICO.
 
SUMMARY OF 340 PM PDT INFORMATION
--------------------------------------------------
LOCATION...14.7N 92.2W
ABOUT 15 MI...20 KM...SE OF TAPACHULA MEXICO
MAXIMUM SUSTAINED WINDS...45 MPH...75 KM/HR
PRESENT MOVEMENT...NE OR 55 DEGREES AT 10 MPH...16 KM/HR
MINIMUM CENTRAL PRESSURE...1000 MB...29.53 INCHES
 
$$
FORECASTER AVILA/CANGIALOSI
 
 
NNNN
"
Tropical Storm,Blas,2010-06-17T15:40:00Z,EP032010,"
ZCZC MIATCUEP3 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM BLAS TROPICAL CYCLONE UPDATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   EP032010
840 AM PDT THU JUN 17 2010
...TROPICAL DEPRESSION THREE-E HAS BECOME A TROPICAL STORM...

DATA RECENTLY RECEIVED FROM A SHIP INDICATE THAT TROPICAL DEPRESSION
THREE-E HAS STRENGTHENED INTO TROPICAL STORM BLAS...WITH MAXIMUM
SUSTAINED WINDS OF 40 MPH...65 KM/HR.  NO CHANGES TO THE PREVIOUS
FORECAST ARE BEING MADE AT THIS TIME.  
 
SUMMARY OF 840 AM PDT...1540 UTC...INFORMATION
--------------------------------------------------
LOCATION...15.3N 105.3W
ABOUT 265 MI...425 KM SSW OF MANZANILLO MEXICO
MAXIMUM SUSTAINED WINDS...40 MPH...65 KM/HR
PRESENT MOVEMENT...NE OR 35 DEGREES AT 2 MPH...4 KM/HR
MINIMUM CENTRAL PRESSURE...1002 MB...29.59 INCHES
 
$$
FORECASTER BLAKE
 
 
NNNN
"
Tropical Storm,Arlene,2011-06-29T22:30:00Z,AL012011,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM ARLENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL012011
530 PM CDT WED JUN 29 2011
 
...HURRICANE WARNING ISSUED FOR THE COAST OF EASTERN MEXICO...ARLENE
A LITTLE STRONGER... 

THE GOVERNMENT OF MEXICO HAS REPLACED THE TROPICAL STORM WARNING AND
HURRICANE WATCH WITH A HURRICANE WARNING FROM BARRA DE NAUTLA
NORTHWARD TO LA CRUZ. 

DATA FROM A HURRICANE HUNTER AIRCRAFT INDICATE THAT THE MAXIMUM
SUSTAINED WINDS IN ARLENE HAVE INCREASED TO 60 MPH AND THAT THE
TROPICAL STORM IS LOCATED A LITTLE FARTHER EAST THAN THE PREVIOUS
ESTIMATE.  THIS SUGGESTS THAT THE FORWARD MOTION OF ARLENE HAS
SLOWED DOWN...HOWEVER...A WESTWARD MOTION AT A FASTER FORWARD 
SPEED IS EXPECTED TO RESUME TONIGHT.
 
 
SUMMARY OF 530 PM CDT...2230 UTC...INFORMATION
--------------------------------------------------
LOCATION...21.3N 95.6W
ABOUT 120 MI...190 KM E OF TUXPAN MEXICO
ABOUT 150 MI...240 KM ESE OF TAMPICO MEXICO
MAXIMUM SUSTAINED WINDS...60 MPH...95 KM/H
PRESENT MOVEMENT...W OR 270 DEGREES AT 5 MPH...7 KM/H
MINIMUM CENTRAL PRESSURE...996 MB...29.41 INCHES
 
$$
FORECASTER BROWN/KIMBERLAIN
 
 
NNNN
"
Tropical Storm,Emily,2011-08-01T23:45:00Z,AL052011,"
ZCZC MIATCUAT5 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM EMILY TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL052011
745 PM AST MON AUG 01 2011
  
AT 745 PM AST...2345 UTC...THE GOVERNMENT OF THE DOMINICAN REPUBLIC
HAS CHANGED THE TROPICAL STORM WARNING FOR THE DOMINICAN REPUBLIC
TO A TROPICAL STORM WATCH.  

$$
FORECASTER BRENNAN
 
 
NNNN
"
Tropical Depression,Emily,2011-08-06T23:20:00Z,AL052011,"
ZCZC MIATCUAT5 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL DEPRESSION EMILY TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL052011
720 PM EDT SAT AUG 06 2011
 
...RECONNAISSANCE AIRCRAFT INDICATES THAT TROPICAL DEPRESSION 
EMILY HAS STRENGTHENED SLIGHTLY...
 
SHORTLY BEFORE 7 PM EDT...2300 UTC...AN AIR FORCE RESERVE
RECONNAISSANCE AIRCRAFT INDICATED THAT MAXIMUM SUSTAINED
WINDS IN TROPICAL DEPRESSION EMILY HAD INCREASED TO 35 MPH. 
BRIEF SQUALLS WITH WINDS TO TROPICAL STORM FORCE ARE POSSIBLE 
ON GRAND BAHAMA ISLAND...NORTHERN ABACO ISLAND...AND ADJACENT 
WATERS OVER THE NEXT SEVERAL HOURS.


SUMMARY OF 0720 EDT...2320 UTC...INFORMATION
--------------------------------------------------
LOCATION...27.1N 78.2W
ABOUT 40 MI...65 KM NE OF FREEPORT GRAND BAHAMA ISLAND
MAXIMUM SUSTAINED WINDS...35 MPH...55 KM/H
PRESENT MOVEMENT...N OR 360 DEGREES AT 8 MPH...13 KM/H
MINIMUM CENTRAL PRESSURE...1011 MB...29.85 INCHES
 
$$
FORECASTER STEWART/FRANKLIN
 
 
NNNN
"
Tropical Depression,Eight,2011-08-19T16:00:00Z,AL082011,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL DEPRESSION EIGHT TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL082011
1200 AM EDT FRI AUG 19 2011
 
AT 1200 AM EDT...0400 UTC...THE GOVERNMENT OF HONDURAS HAS ISSUED A
TROPICAL STORM WATCH FOR THE ENTIRE COAST OF HONDURAS FROM THE
HONDURAS-NICARAGUA BORDER TO THE HONDURAS-GUATEMALA BORDER...
INCLUDING THE BAY ISLANDS.
 
$$
FORECASTER BERG/AVILA
 
 
NNNN
"
Tropical Depression,Eight,2011-08-19T12:35:00Z,AL082011,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL DEPRESSION EIGHT TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL082011
835 AM EDT FRI AUG 19 2011

...HURRICANE HUNTER AIRCRAFT FINDS THAT THE CENTER OF THE DEPRESSION
FARTHER TO THE NORTHEAST...

REPORTS FROM AN AIR FORCE RESERVE HURRICANE HUNTER AIRCRAFT INDICATE
THAT THE CENTER OF TROPICAL DEPRESSION EIGHT IS LOCATED ABOUT 
35 MILES NORTHEAST OF THE POSITION IN THE 8 AM INTERMEDIATE
ADVISORY.
 
SUMMARY OF 835 AM EDT...1235 UTC...INFORMATION
----------------------------------------------
LOCATION...16.0N 83.3W
ABOUT 70 MI...110 KM N OF CABO GRACIAS A DIOS ON NIC/HON BORDER
ABOUT 345 MI...555 KM ESE OF BELIZE CITY
MAXIMUM SUSTAINED WINDS...35 MPH...55 KM/H
PRESENT MOVEMENT...W OR 275 DEGREES AT 10 MPH...16 KM/H
MINIMUM CENTRAL PRESSURE...1004 MB...29.65 INCHES

$$
FORECASTER BEVEN
 
NNNN
"
Tropical Storm,Irene,2011-08-21T09:10:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
510 AM AST SUN AUG 21 2011
 
AT 500 AM AST...THE GOVERNMENT OF FRANCE ISSUED A TROPICAL STORM
WARNING FOR ST. MARTIN AND ST. BARTHELEMY.
 
$$
FORECASTER STEWART
 
 
NNNN
"
Tropical Storm,Irene,2011-08-21T09:10:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
510 AM AST SUN AUG 21 2011
 
AT 436 AM AST...A SUSTAINED WIND OF 52 MPH...85 KM/H...
WITH A GUST TO 71 MPH...115 KM/H WAS REPORTED ON VIEQUES..
 
$$
FORECASTER STEWART
 
 
NNNN
"
Tropical Storm,Irene,2011-08-22T05:10:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM CCA
 
TROPICAL STORM IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
110 AM AST MON AUG 22 2011

CORRECTED DAY AND TIME
 
AT 1236 AM AST...A SUSTAINED WIND OF 52 MPH...85 KM/H...
WITH A GUST TO 71 MPH...115 KM/H WAS REPORTED ON VIEQUES..
 
$$
FORECASTER STEWART
 
 
NNNN
"
Tropical Storm,Irene,2011-08-22T05:30:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
130 AM AST MON AUG 22 2011

AT APPROXIMATELY 125 AM AST...THE CENTER OF TROPICAL 
STORM IRENE MAY LANDFALL ALONG THE EAST COAST OF 
PUERTO RICO NEAR PUNTA SANTIAGO.
 
$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Irene,2011-08-22T05:30:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
130 AM AST MON AUG 22 2011

PRELIMINARY REPORTS INDICATE THAT WIDESPREAD TREE AND POWERLINE
DAMAGE HAS OCCURRED ON PUERTO RICO...AND MORE THAN 800 THOUSAND
HOMES ARE WITHOUT POWER ON THE ISLAND. 

ALSO...FAA DOPPLER WEATHER RADAR INDICATES WINDS TO NEAR MAJOR
HURRICANE STRENGTH ARE NOW OCCURRING IN THE HIGHER ELEVATIONS OF
THE INTERIOR MOUNTAINOUS REGIONS OF PUERTO RICO.
 
$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Irene,2011-08-22T09:50:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM CCA
 
HURRICANE IRENE TROPICAL CYCLONE UPDATE...CORRECTED
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
550 AM AST MON AUG 22 2011

CORRECTED TIME IN DATE/STIME HEADER

PRELIMINARY REPORTS INDICATE THAT WIDESPREAD TREE AND POWERLINE
DAMAGE HAS OCCURRED ON PUERTO RICO...AND MORE THAN 800 THOUSAND
HOMES ARE WITHOUT POWER ON THE ISLAND. 

ALSO...FAA DOPPLER WEATHER RADAR INDICATES WINDS TO NEAR MAJOR
HURRICANE STRENGTH ARE NOW OCCURRING IN THE HIGHER ELEVATIONS OF
THE INTERIOR MOUNTAINOUS REGIONS OF PUERTO RICO.
 
$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Irene,2011-08-22T23:50:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
750 PM AST MON AUG 22 2011

...IRENE NOW A CATEGORY TWO HURRICANE...

REPORTS FROM AN AIR FORCE RESERVE HURRICANE HUNTER AIRCRAFT INDICATE
THAT IRENE HAS STRENGTHENED...AND IS NOW A CATEGORY TWO HURRICANE
WITH MAXIMUM SUSTAINED WINDS OF 100 MPH...155 KM/H.  DETAILS WILL
FOLLOW IN A SPECIAL ADVISORY TO BE ISSUED BY 815 PM AST...0015 UTC.  
 

SUMMARY OF 750 PM AST...2350 UTC...INFORMATION
--------------------------------------------------
LOCATION...19.7N 68.7W
ABOUT 200 MI...320 KM SE OF GRAND TURK ISLAND
ABOUT 130 MI...210 KM E OF PUERTO PLATA DOMINICAN REPUBLIC
MAXIMUM SUSTAINED WINDS...100 MPH...155 KM/H
PRESENT MOVEMENT...WNW OR 295 DEGREES AT 10 MPH...17 KM/H
MINIMUM CENTRAL PRESSURE...981 MB...28.97 INCHES

$$
FORECASTER BRENNAN
 
 
NNNN
"
Hurricane,Irene,2011-08-28T09:40:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
540 AM EDT SUN AUG 28 2011

...IRENE MAKES LANDFALL ALONG THE COAST OF NEW JERSEY NEAR LITTLE
EGG INLET...

DATA FROM NATIONAL WEATHER SERVICE DOPPLER RADAR INDICATE THAT THE
CENTER OF HURRICANE IRENE MADE LANDFALL NEAR LITTLE EGG INLET NEW
JERSEY AROUND 535 AM EDT...0935 UTC.  THE ESTIMATED INTENSITY OF
IRENE AT LANDFALL WAS 75 MPH...120 KM/H...CATEGORY ONE ON THE
SAFFIR-SIMPSON HURRICANE WIND SCALE.  

NEAR THE TIME OF LANDFALL...A NATIONAL OCEAN SERVICE STATION IN
ATLANTIC CITY NEW JERSEY REPORTED A PRESSURE OF 960.3 MB...28.36
INCHES. 
 

SUMMARY OF 535 AM EDT...0935 UTC...INFORMATION
--------------------------------------------------
LOCATION...39.4N 74.4W
ABOUT 10 MI...15 KM ESE OF ATLANTIC CITY NEW JERSEY
ABOUT 100 MI...165 KM SSW OF NEW YORK CITY
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 18 MPH...30 KM/H
MINIMUM CENTRAL PRESSURE...959 MB...28.32 INCHES

$$
FORECASTER BRENNAN
 
 
NNNN
"
Tropical Storm,Irene,2011-08-28T13:00:00Z,AL092011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
900 AM EDT SUN AUG 28 2011

...CENTER OF IRENE MOVES OVER NEW YORK CITY...

REPORTS FROM AN AIR FORCE HURRICANE HUNTER AIRCRAFT AND NATIONAL
WEATHER SERVICE DOPPLER RADAR INDICATE THAT THE CENTER OF IRENE
MOVED OVER NEW YORK CITY AROUND 900 AM EDT...1300 UTC.  IRENE HAS
WEAKENED TO A TROPICAL STORM AND THE ESTIMATED INTENSITY AT
LANDFALL WAS 65 MPH...100 KM/H.

SUMMARY OF 900 AM EDT...1300 UTC...INFORMATION
--------------------------------------------------
LOCATION...40.7N 74.0W
ABOUT 0 MI...0 KM N OF NEW YORK CITY
MAXIMUM SUSTAINED WINDS...65 MPH...100 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 26 MPH...43 KM/H
MINIMUM CENTRAL PRESSURE...965 MB...28.50 INCHES

$$
FORECASTER PASCH
 
 
NNNN
"
Hurricane,Katia,2011-09-04T11:00:00Z,AL122011,"
ZCZC MIATCUAT2 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE KATIA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL122011
700 AM AST SUN SEP 04 2011
 
AT 6 AM AST...1000 UTC...NOAA BUOY 41044 LOCATED TO THE NORTHEAST OF
THE NORTHERN LEEWARD ISLANDS REPORTED A 1-MINUTE SUSTAINED WIND OF
69 MPH...111 KM/H...AND A GUST TO 83 MPH...133 KM/H...JUST TO THE
NORTHWEST OF THE CENTER OF KATIA.  BASED ON THIS INFORMATION...
KATIA IS UPGRADED AGAIN TO A HURRICANE.

 
SUMMARY OF 700 AM AST...1100 UTC...INFORMATION
--------------------------------------------------
LOCATION...21.4N 58.6W
ABOUT 365 MI...590 KM NE OF THE NORTHERN LEEWARD ISLANDS
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...NW OR 305 DEGREES AT 12 MPH...19 KM/H
MINIMUM CENTRAL PRESSURE...987 MB...29.15 INCHES
 
$$
FORECASTER BERG/STEWART
 
 
NNNN
"
Tropical Storm,Maria,2011-09-08T12:00:00Z,AL142011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM MARIA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142011
800 AM AST THU SEP 08 2011
 
THE GOVERNMENT OF FRANCE HAS ISSUED A TROPICAL STORM WATCH FOR
MARTINIQUE...GUADELOUPE...ST BARTHELEMY AND ST MARTEEN.
 
 
$$
FORECASTER AVILA
 
 
NNNN
"
Tropical Storm,Maria,2011-09-08T22:30:00Z,AL142011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM MARIA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142011
630 PM AST THU SEP 08 2011
 
THE GOVERNMENT OF FRANCE HAS ISSUED A TROPICAL STORM WARNING FOR
GUADELOUPE.
 
$$
FORECASTER BEVEN
 
 
NNNN
"
Tropical Storm,Maria,2011-09-09T16:25:00Z,AL142011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM MARIA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142011
1225 PM AST FRI SEP 09 2011
 
AT 1215 PM AST...1615 UTC...THE GOVERNMENT OF FRANCE HAS ISSUED A
TROPICAL STORM WARNING FOR MARTINIQUE...ST. MARTIN...AND ST.
BARTHELEMY.
 
$$
FORECASTER BRENNAN
 
 
NNNN
"
Tropical Storm,Maria,2011-09-11T16:45:00Z,AL142011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM MARIA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL142011
1245 PM AST SUN SEP 11 2011
 
A BAND OF SHOWERS AND THUNDERSTORMS HAS DEVELOPED OVER THE EASTERN
CARIBBEAN SEA IN ASSOCIATION WITH MARIA.  THESE THUNDERSTORMS ARE
EXPECTED TO SPREAD NORTHWARD OVER THE NEXT FEW HOURS...AND COULD
PRODUCE WIND GUSTS TO TROPICAL STORM FORCE OVER THE EXTREME
NORTHERN LEEWARD ISLANDS THIS AFTERNOON AND THIS EVENING. 
 
$$
FORECASTER BROWN
 
 
NNNN
"
Tropical Storm,Nate,2011-09-11T13:00:00Z,AL152011,"
ZCZC MIATCUAT5 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM NATE TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL152011
800 AM CDT SUN SEP 11 2011
 
...VISIBLE SATELLITE IMAGERY SUGGESTS THAT NATE IS LOCATED FARTHER
NORTH...ABOUT TO MAKE LANDFALL BETWEEN VERACRUZ AND TUXPAN...
 
THE FIRST VISIBLE SATELLITE IMAGES INDICATE THAT THE CENTER OF
TROPICAL STORM NATE IS LOCATED FARTHER NORTH THAN PREVIOUSLY
ESTIMATED...NEAR 20.2N 96.5W AT 800 AM CDT...1300 UTC. THIS
POSITION IS JUST OFFSHORE OF THE COAST ABOUT MIDWAY BETWEEN TUXPAN
AND VERACRUZ MEXICO. SATELLITE IMAGERY ALSO INDICATES THAT MAXIMUM
SUSTAINED WINDS HAVE DECREASED TO NEAR 45 MPH...75 KM/H. CURRENT
INDICATIONS ARE THAT NATE WILL MAKE LANDFALL ABOUT MIDWAY BETWEEN
TUXPAN AND VERACRUZ IN THE NEXT COUPLE OF HOURS. 

 
SUMMARY OF 800 AM CDT...1300 UTC...INFORMATION
--------------------------------------------------
LOCATION...20.2N 96.5W
ABOUT 70 MI...115 KM NNW OF VERACRUZ MEXICO
ABOUT 80 MI...130 KM SE OF TUXPAN MEXICO
MAXIMUM SUSTAINED WINDS...45 MPH...75 KM/H
PRESENT MOVEMENT...W OR 270 DEGREES AT 10 MPH...16 KM/H
MINIMUM CENTRAL PRESSURE...1005 MB...29.67 INCHES
 
$$
FORECASTER BRENNAN
 
 
NNNN
"
Hurricane,Ophelia,2011-10-01T22:25:00Z,AL162011,"
ZCZC MIATCUAT1 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE OPHELIA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL162011
625 PM AST SAT OCT 01 2011
 
THE BERMUDA WEATHER SERVICE HAS DISCONTINUED THE TROPICAL STORM
WATCH FOR BERMUDA.   
 
$$
FORECASTER BLAKE/BRENNAN
 
NNNN
"
Tropical Storm,Rina,2011-10-24T18:05:00Z,AL182011,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM RINA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL182011
205 PM EDT MON OCT 24 2011
 
REPORTS FROM AN AIR FORCE RECONNAISSANCE AIRCRAFT INDICATE THAT RINA
HAS STRENGTHENED.  A SPECIAL ADVISORY WILL BE ISSUED SHORTLY TO
UPGRADE RINA TO A HURRICANE AND TO UPDATE THE INTENSITY FORECAST.
 
$$
FORECASTER BROWN/FRANKLIN
 
 
NNNN
"
Hurricane,Rina,2011-10-26T16:45:00Z,AL182011,"
ZCZC MIATCUAT3 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE RINA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL182011
1145 AM CDT WED OCT 26 2011
 
...NOAA HURRICANE HUNTER AIRCRAFT FINDS THAT RINA HAS SIGNIFICANTLY
WEAKENED...
 
RECENT REPORTS FROM A NOAA HURRICANE HUNTER AIRCRAFT INDICATE THAT
RINA HAS WEAKENED TO A CATEGORY 1 HURRICANE ON THE SAFFIR SIMPSON
HURRICANE WIND SCALE.  A SPECIAL ADVISORY WILL BE ISSUED AT 1230 PM
CDT...1730 UTC...IN PLACE OF THE SCHEDULED INTERMEDIATE ADVISORY.

 
SUMMARY OF 1145 AM CDT...1645 UTC...INFORMATION
--------------------------------------------------
LOCATION...18.0N 85.7W
ABOUT 190 MI...305 KM SSE OF COZUMEL MEXICO
ABOUT 175 MI...280 KM ESE OF CHETUMAL MEXICO
MAXIMUM SUSTAINED WINDS...85 MPH...135 KM/H
PRESENT MOVEMENT...WNW OR 290 DEGREES AT 5 MPH...7 KM/H
MINIMUM CENTRAL PRESSURE...982 MB...29.00 INCHES
 
$$
FORECASTER BEVEN
 
 
NNNN
"
Tropical Storm,Sean,2011-11-08T12:00:00Z,AL192011,"
ZCZC MIATCUAT4 ALL
TTAA00 KNHC DDHHMM
 
SUBTROPICAL STORM SEAN TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL192011
700 AM EST TUE NOV 08 2011

AT 700 AM EST...1200 UTC...THE BERMUDA WEATHER SERVICE HAS ISSUED A
TROPICAL STORM WATCH FOR BERMUDA.  
 
$$
FORECASTER BLAKE
  
NNNN
"
Hurricane,Adrian,2011-06-09T22:30:00Z,EP012011,"
ZCZC MIATCUEP1 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE ADRIAN TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       EP012011
330 PM PDT THU JUN 09 2011
 
 ...HURRICANE ADRIAN REACHES CATEGORY FOUR STRENGTH...
 
SATELLITE IMAGES OVER THE PAST FEW HOURS INDICATE HURRICANE
ADRIAN HAS CONTINUED TO STRENGTHEN...AND SATELLITE INTENSITY
ESTIMATES NOW SUPPORT AN INTENSITY OF 115 KT OR 130 MPH...
210 KM/H. THIS MAKES ADRIAN A CATEGORY 4 HURRICANE ON THE
SAFFIR-SIMPSON HURRICANE WIND SCALE.
 
...SUMMARY OF 330 PM PDT...2230 UTC...INFORMATION...
LOCATION...14.5N 105.2W
ABOUT 320 MI...520 KM S OF MANZANILLO MEXICO
MAXIMUM SUSTAINED WINDS...130 MPH...210 KM/H
PRESENT MOVEMENT...WNW OR 285 DEGREES AT 9 MPH...15 KM/H
MINIMUM CENTRAL PRESSURE...950 MB...28.05 INCHES
 
$$
FORECASTER STEWART/ROBERTS
 
 
NNNN
"
Hurricane,Adrian,2011-06-09T22:30:00Z,EP012011,"
ZCZC MIATCUEP1 ALL
TTAA00 KNHC DDHHMM CCA
 
HURRICANE ADRIAN TROPICAL CYCLONE UPDATE...CORRECTED
NWS NATIONAL HURRICANE CENTER MIAMI FL       EP012011
330 PM PDT THU JUN 09 2011

CORRECTED INTENSITY WIND SPEED IN MILES PER HOUR
 
 ...HURRICANE ADRIAN REACHES CATEGORY FOUR STRENGTH...
 
SATELLITE IMAGES OVER THE PAST FEW HOURS INDICATE HURRICANE
ADRIAN HAS CONTINUED TO STRENGTHEN...AND SATELLITE INTENSITY
ESTIMATES NOW SUPPORT AN INTENSITY OF 115 KT OR 135 MPH...
210 KM/H. THIS MAKES ADRIAN A CATEGORY 4 HURRICANE ON THE
SAFFIR-SIMPSON HURRICANE WIND SCALE.
 
...SUMMARY OF 330 PM PDT...2230 UTC...INFORMATION...
LOCATION...14.5N 105.2W
ABOUT 320 MI...520 KM S OF MANZANILLO MEXICO
MAXIMUM SUSTAINED WINDS...135 MPH...210 KM/H
PRESENT MOVEMENT...WNW OR 285 DEGREES AT 9 MPH...15 KM/H
MINIMUM CENTRAL PRESSURE...950 MB...28.05 INCHES
 
$$
FORECASTER STEWART/ROBERTS
 
 
NNNN
"
Tropical Storm,Dora,2011-07-18T18:00:00Z,EP042011,"
ZCZC MIATCUEP4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM DORA TROPICAL CYCLONE UPDATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       EP042011
1100 AM PDT MON JUL 18 2011
 
...DEPRESSION REACHES TROPICAL STORM STRENGTH...

SATELLITE IMAGES INDICATE THAT TROPICAL DEPRESSION FOUR-E 
HAS STRENGTHENED AND IS NOW TROPICAL STORM DORA.

SUMMARY OF 1100 AM PDT...1800 UTC...INFORMATION
--------------------------------------------------
LOCATION...10.6N 92.3W
ABOUT 400 MI...645 KM SSE OF SALINA CRUZ MEXICO
MAXIMUM SUSTAINED WINDS...40 MPH...65 KM/H
PRESENT MOVEMENT...W OR 280 DEGREES AT 12 MPH...19 KM/H
MINIMUM CENTRAL PRESSURE...1005 MB...29.68 INCHES
 
$$
FORECASTER STEWART
 
 
NNNN
"
