Status,Name,Adv,Date,Contents
Hurricane,Beatriz,18,1999-07-13T15:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  18
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT TUE JUL 13 1999

BEATRIZ REMAINS WELL-ORGANIZED WITH A WELL-DEFINED 20 N MI DIAMETER
EYE AND OBJECTIVE T-NUMBERS OF 5.6-5.7. DVORAK INTENSITY ESTIMATES
FROM TAFB...SAB...AND AFWA REMAIN AT T5.5...102 KT...THUS THE
INITIAL INTENSITY REMAINS 105 KT.

THE HURRICANE HAS TURNED WEST-NORTHWEST OVER THE PAST 12 HOURS WITH
A MOTION OF 290/10. THE REASON FOR THE TURN IS NOT OBVIOUS.
HOWEVER... AN UPPER LEVEL LOW APPARENT IN WATER VAPOR IMAGERY NEAR
22N119W MAY BE WEAKENING THE RIDGE NORTH OF BEATRIZ. THE 06Z
AVIATION MODEL DEVELOPS A ELONGATED CYCLONIC VORTEX FROM BEATRIZ AND
THE TROPICAL DISTURBANCE NEAR THE MEXICAN COAST. THIS CAUSES THE
MODEL TO MOVE THE STORM IN A HALF-LOOP...WHICH APPEARS UNLIKELY
GIVEN THE CURRENT TRENDS. THE BAM MODELS ARE ALSO AFFECTED BY THE
VORTEX...TURNING BEATRIZ WEST-SOUTHWEST AFTER 36 HOURS. THE NOGAPS
AND GDFL KEEP CALLING FOR A NORTHWEST TRACK TO THE RIGHT OF THE
OTHER GUIDANCE. THE OFFICIAL FORECAST MAINTAINS BEATRIZ ALONG A
WEST-NORTHWESTWARD TRACK...WITH SOME SLOWING AFTER 36 HOURS AS A
TROUGH NEAR THE U.S. WEST COAST WEAKENS THE RIDGE. THIS IS IN
REASONABLE AGREEMENT WITH THE LBAR AND UKMET...AND IS SHIFTED TO THE
NORTH OF THE PREVIOUS FORECAST.

THE MORE NORTHERLY TRACK SHOULD BRING BEATRIZ TO COLDER WATER MORE
QUICKLY THAN THE PREVIOUS FORECAST...WHICH SHOULD ALLOW A FASTER
WEAKENING. THE INTENSITY FORECAST CALLS FOR BEATRIZ TO WEAKEN
BELOW HURRICANE STRENGTH BETWEEN 48 AND 72 HOURS.

TROPICAL-STORM FORCE WIND RADII HAVE BEEN EXPANDED BASED ON A 12Z
REPORT FROM SHIP VRUM4...WHICH HAD 35 KT WINDS 190 N MI NORTH-
NORTHEAST OF THE CENTER.
 
BEVEN/AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     13/1500Z 15.3N 122.7W   105 KTS
12HR VT     14/0000Z 15.8N 124.2W   100 KTS
24HR VT     14/1200Z 16.4N 126.1W    90 KTS
36HR VT     15/0000Z 17.3N 128.0W    80 KTS
48HR VT     15/1200Z 18.0N 129.5W    70 KTS
72HR VT     16/1200Z 19.0N 131.5W    50 KTS
 
 
NNNN

"
Hurricane,Beatriz,19,1999-07-13T21:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  19
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT TUE JUL 13 1999

BEATRIZ REMAINS WELL-ORGANIZED WITH A WELL-DEFINED 20 N MI DIAMETER
EYE. HOWEVER...THE TOPS ARE WARMING AND DVORAK SATELLITE INTENSITY
ESTIMATES SUGGEST WEAKENING IS BEGINNING. THE INITIAL INTENSITY IS
SET TO 100 KT.

THE INITIAL MOTION IS 290/9. THERE IS LITTLE CHANGE IN EITHER THE
SYNOPTIC PATTERN OF THE MODEL GUIDANCE SINCE THE PREVIOUS PACKAGE.
THE AVIATION MODEL IS STILL DEVELOPING A DUBIOUS LOOKING BROAD
VORTEX THAT ENVELOPES BOTH BEATRIZ AND THE DISTURBANCE NEAR THE
MEXICAN COAST. THIS MAKES THE AVN AND THE BAM MODEL TRACK SUSPECT.  
THE OFFICIAL FORECAST MAINTAINS THE CURRENT WEST-NORTHWESTWARD
TRACK...WITH SOME SLOWING AFTER 36 HOURS AS A TROUGH NEAR THE U.S.
WEST COAST WEAKENS THE RIDGE. THIS IS AGAIN IN REASONABLE AGREEMENT
WITH THE LBAR AND UKMET...AND IS SIMILAR TO THE PREVIOUS FORECAST.
 
THERE IS LITTLE CHANGE IN THE OFFICIAL INTENSITY FORECAST...WHICH
CALLS FOR BEATRIZ TO WEAKEN BELOW HURRICANE STRENGTH BETWEEN 48 AND
72 HOURS.
 
BEVEN/AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     13/2100Z 15.5N 123.4W   100 KTS
12HR VT     14/0600Z 16.0N 124.8W    95 KTS
24HR VT     14/1800Z 16.6N 126.6W    85 KTS
36HR VT     15/0600Z 17.3N 128.4W    75 KTS
48HR VT     15/1800Z 18.0N 130.0W    65 KTS
72HR VT     16/1800Z 19.0N 132.0W    45 KTS
 
 
NNNN

"
Hurricane,Beatriz,20,1999-07-14T03:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  20
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT TUE JUL 13 1999
 
BEATRIZ HAS CHANGED LITTLE IN STRUCTURE OVER THE PAST 6 HOURS. 
DVORAK CLASSIFICATIONS ARE A CONSENSUS 5.5...WITH LOWER DATA T
NUMBERS...BUT THE OBJECTIVE T NUMBERS HAVE COME UP A BIT THIS
EVENING.  AS A RESULT...THE INITIAL INTENSITY IS HELD AT 100 KT. 
WEAKENING SHOULD BEGIN SHORTLY AS SEA SURFACE TEMPERATURES DROP IN
THE PATH OF THE HURRICANE.
 
BEATRIZ HAS TURNED A BIT MORE TO THE NORTH AND THE INITIAL MOTION IS
NOW 295/10.  HIGH-DENSITY WINDS FROM THE UNIVERSITY OF WISCONSIN
SHOW THAT THE HURRICANE IS MOVING ROUGHLY WITH THE SURROUNDING MID-
LEVEL FLOW...WHICH APPEARS TO HAVE SOME CONTRIBUTION FROM THE
OUTFLOW OF THE DISTURBANCE OFF THE MEXICAN COAST.  ALL MODEL
GUIDANCE SUGGESTS THAT THE MORE NORTHWARD TREND IS TEMPORARY...WITH
A RIDGE REMAINING TO THE NORTHWEST OF BEATRIZ.  AS THE HURRICANE
WEAKENS OVER COOLER WATER...STEERING WILL PRESUMABLY BE DETERMINED
BY A SHALLOWER LAYER FLOW.  THIS REASONING WOULD ALSO SUGGEST A
RETURN TO A MORE WESTERLY TRACK.  THE OFFICIAL FORECAST IS SLIGHTLY
TO THE RIGHT OF THE PREVIOUS PACKAGE OUT TO 36 HOURS...AND TO THE
LEFT AND FASTER BEYOND THAT.
 
FRANKLIN/LAWRENCE
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     14/0300Z 16.3N 124.5W   100 KTS
12HR VT     14/1200Z 16.8N 125.9W    90 KTS
24HR VT     15/0000Z 17.7N 127.8W    80 KTS
36HR VT     15/1200Z 18.2N 129.8W    70 KTS
48HR VT     16/0000Z 18.5N 132.0W    60 KTS
72HR VT     17/0000Z 19.0N 135.0W    40 KTS
 
 
NNNN

"
Hurricane,Beatriz,21,1999-07-14T09:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  21
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT WED JUL 14 1999

THE EYE OF BEATRIZ IS BECOMING RAGGED AND THE SURROUNDING CLOUD TOPS
ARE WARMING.  AS THE HURRICANE NEARS THE 25 DEG C SST ISOTHERM...IT
APPEARS TO BE GRADUALLY WEAKENING.  DVORAK INTENSITY ESTIMATES AT
06Z RANGED FROM 5.0 TO 5.5...I.E. 90 TO 102 KNOTS.  CURRENT
INTENSITY IS SET AT 95 KNOTS AND THE OFFICIAL FORECAST SHOWS
CONTINUED WEAKENING WITH A MORE RAPID DECLINE NEAR THE END OF THE
PERIOD...BY WHICH TIME IT IS EXPECTED THAT BEATRIZ WILL BE OVER 23
DEG C WATERS.

MOTION CONTINUES 295/10.  THE SLIGHT RIGHTWARD TURN OVER THE PAST 12
HOURS APPEARS TO HAVE BEEN CAUSED BY A WEAKNESS IN THE SUBTROPICAL
RIDGE TO THE NORTH OF BEATRIZ...AS SUGGESTED BY THE NCEP GLOBAL
MODEL AND HINTED AT IN WATER VAPOR IMAGERY.  THE CURRENT OFFICIAL
TRACK FORECAST IS ESSENTIALLY AN EXTENSION OF THE PREVIOUS ONE...AND
VERY CLOSE TO THE STATISTICAL DYNAMICAL GUIDANCE.  AS THE SYSTEM
WEAKENS...IT SHOULD BE STEERED MORE BY THE LOWER-TROPOSPHERIC
FLOW...HENCE A MORE WESTWARD MOTION IS PREDICTED LATER IN THE
PERIOD. 
 
PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     14/0900Z 16.6N 125.4W    95 KTS
12HR VT     14/1800Z 17.3N 126.8W    85 KTS
24HR VT     15/0600Z 17.9N 128.7W    75 KTS
36HR VT     15/1800Z 18.3N 130.5W    65 KTS
48HR VT     16/0600Z 18.7N 132.5W    50 KTS
72HR VT     17/0600Z 19.0N 135.5W    35 KTS
 
NNNN

"
Hurricane,Beatriz,22,1999-07-14T15:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  22
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT WED JUL 14 1999

BEATRIZ HAS CHANGED LITTLE IN ORGANIZATION OVER THE PAST SIX
HOURS...AND THERE IS LITTLE CHANGE IN DVORAK INTENSITY ESTIMATES
FROM TAFB...SAB...AND AFWA. THE CURRENT INTENSITY FOR THIS ADVISORY
REMAINS AT 95 KT. BEATRIZ SHOULD BEGIN A FASTER WEAKENING IN THE
NEXT 24 HOURS AS IT ENCOUNTERS COLDER WATER. THE CYCLONE SHOULD BE
OVER 22C-23C WATER BY 72 HOURS...AND IT SHOULD WEAKEN TO A MINIMAL
TROPICAL STORM OR POSSIBLY A DEPRESSION BY THAT TIME.

THE INITIAL MOTION IS 300/10. THE AVIATION MODEL IS STILL HAVING
PROBLEMS WITH BEATRIZ...TROPICAL DEPRESSION THREE-E...AND ONE OR TWO
OTHER SPURIOUS-LOOKING VORTICES IT PRODUCES. THIS CAUSES IT AND THE
BAM MODELS TO TURN BEATRIZ SOUTH OF WEST. A WESTWARD TURN IS LIKELY
AS BEATRIZ WEAKENS AND LOW-LEVEL STEERING BECOMES DOMINANT...BUT NOT
AS SHARP AS THE TURN INDICATED BY THE BAM MODELS. THE OFFICIAL TRACK
FORECAST IS SIMILAR TO THAT OF THE PREVIOUS PACKAGE.
 
BEVEN/AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     14/1500Z 17.2N 126.2W    95 KTS
12HR VT     15/0000Z 18.0N 127.5W    85 KTS
24HR VT     15/1200Z 18.8N 129.4W    75 KTS
36HR VT     16/0000Z 19.3N 131.4W    65 KTS
48HR VT     16/1200Z 19.5N 133.0W    50 KTS
72HR VT     17/1200Z 19.5N 136.0W    35 KTS
 
 
NNNN

"
Hurricane,Beatriz,23,1999-07-14T21:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  23
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT WED JUL 14 1999

BEATRIZ IS SLOWLY WEAKENING AS IT MOVES 305/9. CURRENT INTESNITY
ESTIMATES FROM TAFB...SAB...AND AFWA ARE ALL 90 KT...SO THE CURRENT
INTENSITY IS SET TO THAT.

THERE IS LITTLE CHANGE IN EITHER THE TRACK OR INTENSITY FORECAST
PHILOSOPHY FROM THE PREVIOUS PACKAGE. BEATRIZ SHOULD CONTINUE MOVING
WEST-NORTHWEST TO NORTHWEST INTO COLDER WATER...WITH A GRADUAL TURN
TO THE WEST AS THE CYCLONE WEAKENS AND LOW-LEVEL STEERING BECOMES
DOMINANT. THE INTENSITY FORECAST HAS BEATRIZ WEAKENING TO A
DEPRESSION BY 72 HOURS OVER 22C-23C SSTS.
 
BEVEN/AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     14/2100Z 17.7N 126.9W    90 KTS
12HR VT     15/0600Z 18.5N 128.0W    80 KTS
24HR VT     15/1800Z 19.2N 129.8W    70 KTS
36HR VT     16/0600Z 19.7N 131.4W    60 KTS
48HR VT     16/1800Z 20.0N 133.0W    45 KTS
72HR VT     17/1800Z 20.0N 135.5W    30 KTS
 
 
NNNN

"
Hurricane,Beatriz,24,1999-07-15T03:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM COR
HURRICANE BEATRIZ DISCUSSION NUMBER  24
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT WED JUL 14 1999
 
...CORRECTED FOR INITIAL POSITION...

BEATRIZ CONTINUES TO WEAKEN AS IT MOVES AT 305/9.  CURRENT INTENSITY
ESTIMATES FROM TAFB AND SAB ARE T5.0 AND 4.5...RESPECTIVEY...AND SO
THE CURRENT INTENSITY IS DROPPED TO 85 KT.
 
THE OFFICIAL FORECAST IS BASICALLY AN UPDATE OF THE PREVIOUS
PACKAGE. BEATRIZ SHOULD CONTINUE MOVING WEST-NORTHWEST TO NORTHWEST
INTO COLDER WATER...WITH A GRADUAL TURN TO THE WEST AS THE CYCLONE
WEAKENS AND LOW-LEVEL STEERING BECOMES DOMINANT. THE INTENSITY
FORECAST HAS BEATRIZ WEAKENING TO A DEPRESSION BY 72 HOURS OVER
22C-23C SSTS.
 
FRANKLIN/GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     15/0300Z 18.2N 127.7W    85 KTS
12HR VT     15/1200Z 18.7N 128.9W    75 KTS
24HR VT     16/0000Z 19.3N 130.7W    60 KTS
36HR VT     16/1200Z 19.7N 132.3W    45 KTS
48HR VT     17/0000Z 20.0N 134.0W    35 KTS
72HR VT     18/0000Z 20.0N 136.5W    25 KTS
 
 
NNNN

"
Hurricane,Beatriz,25,1999-07-15T09:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  25
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT THU JUL 15 1999

AN EYE IS STILL VISIBLE ON INFRARED IMAGES AND THERE IS STILL SOME
FAIRLY DEEP CONVECTION...PRIMARILY OVER THE SOUTHEASTERN SEMICIRCLE
OF THE HURRICANE.  BEATRIZ HAS BEEN WEAKENING VERY SLOWLY UP TO THIS
POINT...BUT IT IS HEADED FOR SEA SURFACE TEMPS NEAR 23 DEG C IN A
DAY OR SO.  THEREFORE A MORE RAPID DEGENERATION OF THE SYSTEM IS
LIKELY IN THE NEAR FUTURE.  THE OFFICIAL INTENSITY FORECAST IS THE
SAME AS IN THE PREVIOUS ADVISORY.

INITIAL MOTION IS 300/9.  THE CURRENT NHC TRACK FORECAST IS ONLY
SLIGHTLY NORTH OF THE PREVIOUS ONE...NOT SIGNIFICANTLY DIFFERENT.  A
GRADUAL TURN TOWARD THE WEST IS LIKELY AS THE WEAKENING CYCLONE
BECOMES STEERED MORE BY THE LOWER-TROPOSPHERIC EASTERLIES.
 
PASCH
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     15/0900Z 18.6N 128.4W    80 KTS
12HR VT     15/1800Z 19.2N 129.7W    75 KTS
24HR VT     16/0600Z 19.8N 131.2W    60 KTS
36HR VT     16/1800Z 20.2N 132.8W    45 KTS
48HR VT     17/0600Z 20.5N 134.5W    35 KTS
72HR VT     18/0600Z 20.5N 137.0W    25 KTS
 
NNNN

"
Hurricane,Beatriz,26,1999-07-15T15:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  26
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT THU JUL 15 1999

BEATRIZ CONTINUES MOVING 300/9. THE EYE HAS DIMINISHERD TO A SMALL
WARM SPOT IN INFRARED IMAGERY...INDICATING THAT COLDER SSTS ARE
FINALLY TAKING A TOLL ON THE CYCLONE. THE INTENSITY IS SET TO 75 KT
FOR THIS ADVISORY.

THE TRACK AND INTENSITY FORECAST PHILOSOPHIES ARE LITTLE CHANGED
FROM THE LAST THREE PACKAGES. BEATRIZ WILL MAKE A GRADUAL TURN TO
THE WEST AS IT WEAKENS AND LOW-LEVEL STEERING BECOME DOMINANT. WITH
22C-23C SSTS ALONG THE FORECAST TRACK...THE SYSTEM IS FORECAST TO BE
DISSIPATING BY 72 HOURS.

BEVEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     15/1500Z 18.9N 129.2W    75 KTS
12HR VT     16/0000Z 19.6N 130.5W    70 KTS
24HR VT     16/1200Z 20.1N 132.2W    55 KTS
36HR VT     17/0000Z 20.4N 133.9W    40 KTS
48HR VT     17/1200Z 20.5N 135.5W    30 KTS
72HR VT     18/1200Z 20.5N 138.0W    25 KTS...DISSIPATING
 
 
NNNN

"
Hurricane,Beatriz,27,1999-07-15T21:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
HURRICANE BEATRIZ DISCUSSION NUMBER  27
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT THU JUL 15 1999

BEATRIZ IS NOW WEAKENING MORE RAPIDLY...WITH THE DEEP CONVECTION
CONFINED TO A SMALL AREA NORTHWEST OF THE CENTER. SATELLITE
INTENSITY ESTIMATES FROM TAFB...SAB...AND AFWA ARE 77...77...AND 65
KT RESPECTIVELY. GIVEN THE RAGGED APPEARANCE OF THE CONVECTION...THE
INTENSITY IS SET TO 65 KT ON THIS ADVISORY.

THE INITIAL MOTION IS 300/8. THERE IS LITTLE CHANGE IN THE FORECAST
TRACK PHILOSOPHY...WITH BEATRIZ EXPECTED TO TURN MORE WESTWARD AS IT
WEAKENS. THE OFFICIAL FORECAST IS SHIFTED A LITTLE TO THE NORTH OF
THE PREVIOUS FORECAST BASED ON THE BAMS...WHICH INDICATES A 
NORTHWARD COMPONENT TO THE MOTION AT 72 HOURS. 

THE FORECAST WEAKENING RATE HAS BEEN INCREASED BASED ON THE CURRENT
TRENDS. BEATRIZ IS FORECAST TO BE DISSIPATING OVER 22C-23C SSTS BY
72 HOURS...ALTHOUGH THERE IS A CHANCE THE SYSTEM COULD DISSIPATE
BEFORE THEN.

THE INITIAL 12 FT SEAS RADII HAVE BEEN REVISED DOWNWARD BASED ON
REPORTS FROM THE SHIPS P3GB4 AND 3FJI3.

BEVEN
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     15/2100Z 19.2N 129.7W    65 KTS
12HR VT     16/0600Z 19.8N 130.8W    55 KTS
24HR VT     16/1800Z 20.3N 132.4W    45 KTS
36HR VT     17/0600Z 20.7N 134.1W    35 KTS
48HR VT     17/1800Z 21.0N 136.0W    25 KTS
72HR VT     18/1800Z 21.0N 139.0W    20 KTS...DISSIPATING
 
 
NNNN

"
Tropical Storm,Beatriz,28,1999-07-16T03:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM BEATRIZ DISCUSSION NUMBER  28
NATIONAL WEATHER SERVICE MIAMI FL
8 PM PDT THU JUL 15 1999
 
VISIBLE SATELLITE IMAGERY THIS EVENING SUGGESTS THAT THE LOW-LEVEL
CLOUD SWIRL IS DECOUPLING FROM A MORE CONVECTIVELY-ACTIVE MID-LEVEL
CIRCULATION...WITH THE LATTER RACING OFF AHEAD OF THE FORMER.  IF
THIS IS INDEED THE CASE...THEN BEATRIZ IS IN EXTREMELY RAPID
DECLINE.  SATELLITE CLASSIFICATIONS ARE 65 KT FROM TAFB AND
SAB...AND 55 KT FROM AFWA.  GIVEN ITS APPARENT DECAPITATION...THE
INITIAL INTENSITY OF BEATRIZ IS REDUCED TO 50 KT.

THE INITIAL MOTION IS UNCERTAIN.  FOLLOWING THE APPARENT LOW-LEVEL
CENTER GIVES 290/7...WHICH GIVES GOOD CONTINUITY WITH PREVIOUS
ESTIMATES.  THE OFFICIAL TRACK FORECAST IS SHIFTED SLIGHLTY
SOUTH OF THE PREVIOUS ADVISORY.  DISSIPATION IS FORECAST AT 48
HOURS...BUT MAY OCCUR MUCH SOONER.

FRANKLIN/GUINEY
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     16/0300Z 19.2N 130.6W    50 KTS
12HR VT     16/1200Z 19.6N 131.7W    40 KTS
24HR VT     17/0000Z 19.9N 133.1W    30 KTS
36HR VT     17/1200Z 20.2N 134.5W    25 KTS
48HR VT     18/0000Z 20.5N 136.0W    20 KTS...DISSIPATING
72HR VT     19/0000Z...DISSIPATED 
 
NNNN

"
Tropical Storm,Beatriz,29,1999-07-16T09:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL STORM BEATRIZ DISCUSSION NUMBER  29
NATIONAL WEATHER SERVICE MIAMI FL
2 AM PDT FRI JUL 16 1999
 
THE INITIAL MOTION ESTIMATE IS 285/09.  THIS IS SLIGHTLY FASTER THAN
THE PREVIOUS ADVISORY INITIAL MOTION.  THE TRACK FORECAST REASONING
REMAINS UNCHANGED...WITH A MOSTLY WESTWARD MOTION EXPECTED AS THE
WEAKENING STORM IS STEERED BY PROGRESSIVELY LOWER LEVEL STEERING. 
THIS IS SUPPORTED BY MANY OF THE GUIDANCE MODELS.  ONLY THE
LBAR..BAM...AND STATISTICAL DYNAMICAL MODELS SHOWING ANY NORTHWARD
COMPONENT OF MOTION.

GOES10 INFRARED IMAGERY SHOWS THAT THERE ARE NO CLOUD TOPS COLDER
THAN -50C AS COLD SSTS TAKE THEIR TOLL ON THE SYSTEM.  RECENT
SCATTEROMETER AND SSM/I WIND ESTIMATES FROM THE US NAVY FNMOC
HOMEPAGE INDICATE THAT ALL WINDS ARE BELOW 30 KT EXCEPT FOR A SMALL
AREA NEAR THE CENTER WHERE THERE ARE NO WIND SPEED ESTIMATES.  THE
OFFICIAL WIND SPEED IS DECREASED TO 40 KT EVEN THOUGH DVORAK CURRENT
INTENSITY ESTIMATES ARE A LITTLE HIGHER.  DISSIPATION IS EXPECTED IN
48 HOURS OR LESS.

THE FNMOC WIND DATA IS ALSO THE BASIS FOR REDUCING THE 34-KT RADII
TO 75 NMI IN ALL QUADRANTS.

LAWRENCE

FORECAST POSITIONS AND MAX WINDS
 
INITIAL     16/0900Z 19.8N 132.1W    40 KTS
12HR VT     16/1800Z 20.0N 133.6W    35 KTS
24HR VT     17/0600Z 20.2N 135.5W    25 KTS
36HR VT     17/1800Z 20.3N 137.5W    20 KTS
48HR VT     18/0600Z 20.4N 139.0W    DISSIPATED
 
 
NNNN

"
Tropical Depression,Beatriz,30,1999-07-16T15:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION BEATRIZ DISCUSSION NUMBER  30
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT FRI JUL 16 1999
 
BEATRIZ HAS BECOME A TIGHT SWIRL OF LOW CLOUDS DEVOID OF DEEP
CONVECTION INDICATING THAT A RAPID WEAKENING IS OCCURRING. BEATRIZ
IS DOWNGRADED TO TROPICAL DEPRESSION STATUS AT THIS TIME BUT THERE
MAY BE SOME TROPICAL STORM GUSTS NORTH OF THE CENTER.   ALTHOUGH
DVORAK NUMBERS SUGGEST THAT BEATRIZ IS STILL A TROPICAL STORM...WE
KNOW THAT THESE NUMBERS ARE CONSTRAINED BY RULES WHICH WERE NOT
DESIGNED FOR THE WEAKENING SYSTEMS OVER EASTERN PACIFIC COOL WATERS.

INITIAL MOTION IS 280/09.  BEATRIZ SHOULD CONTINUE ON THIS GENERAL
MOTION STEERED BY THE LOW LEVEL FLOW SUGGESTED BY BAM SHALLOW. THE
TROPICAL CYCLONE MAY BE DECLARED DISSIPATED LATER TODAY BUT...AS
USUAL...A SWIRL OF LOW CLOUDS MAY PERSIST FOR A FEW DAYS.

AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     16/1500Z 19.8N 132.7W    30 KTS
12HR VT     17/0000Z 20.0N 134.0W    25 KTS
24HR VT     17/1200Z 20.2N 136.0W    25 KTS...DISSIPATING
 
 
NNNN

"
Tropical Depression,Beatriz,31,1999-07-16T21:00:00Z,"

ZCZC MIATCDEP2 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION BEATRIZ DISCUSSION NUMBER  31
NATIONAL WEATHER SERVICE MIAMI FL
2 PM PDT FRI JUL 16 1999

BEATRIZ CONTINUES AS A TIGHT SWIRL OF LOW CLOUDS DEVOID OF DEEP
CONVECTION AND MOVING OVER COOLER WATERS.  THE PRESSURE GRADIENT TO
THE NORTH MAY SUPPORT GUSTS TO TROPICAL STORM FORCE BUT WINDS SHOULD
GRADUALLY SUBSIDE. 

THE DEPRESSION IS MOVING WESTWARD STEERED BY THE LOW-LEVEL FLOW AND
IS EXPECTED TO DISSIPATE IN 12 HOURS OR SO.  HOWEVER...A SWIRL OF
LOW CLOUDS MAY PERSIST FOR A FEW DAYS.  THIS IS THE LAST ADVISORY ON
THIS SYSTEM.   FURTHER INFORMATION WILL BE INCLUDED IN THE HIGH SEAS
FORECAST ISSUED BY THE TROPICAL PREDICTION CENTER UNDER AFOS HEADER
MIAHSFEP2 AND WMO HEADER FZPN03. 
 
AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     16/2100Z 19.7N 133.2W    30 KTS
12HR VT     17/0600Z 20.0N 134.5W    20 KTS...DISSIPATING

 
 
NNNN

"
Tropical Depression,Three-E,2,1999-07-14T15:00:00Z,"

ZCZC MIATCDEP3 ALL
TTAA00 KNHC DDHHMM
TROPICAL DEPRESSION THREE-E DISCUSSION NUMBER   2
NATIONAL WEATHER SERVICE MIAMI FL
8 AM PDT WED JUL 14 1999

THE CENTER OF THE DEPRESSION IS DIFFICULT TO LOCATE IN INFRARED
IMAGERY...WITH THE INITIAL MOTION ESTIMATED AT 285/16. GUIDANCE
BASED ON THE AVIATION MODEL SUGGESTS A WESTWARD TRACK. HOWEVER...
THIS GUIDANCE IS SOMEWHAT SUSPECT DUE TO THE MODEL DEVELOPING
SPURIOUS-LOOKING VORTICES NEAR THE DEPRESSION. BOTH THE AVIATION AND
THE NOGAPS SHOW AN UNUSUALLY STRONG TROUGH DIGGING ALONG THE U.S.
WEST COAST OVER THE NEXT THREE DAYS. THIS SHOULD WEAKEN THE RIDGE
NORTH OF THE DEPRESSION AND SLOW THE FORWARD MOTION. THE OFFICIAL
FORECAST CALLS FOR A GENERAL WEST-NORTHWEST MOTION AND IS SIMILAR TO
THE PREVIOUS PACKAGE.
 
WHILE THE ASSOCIATED CONVECTION IS CURRENTLY POORLY ORGANIZED...AN
UPPER LEVEL ANTICYCLONE CENTERED NEAR 20N111W IS PROVIDING GOOD
OUTFLOW OVER THE SOUTHERN SEMICIRCLE. SOME STRENGTHENING IS POSSIBLE
DURING THE NEXT 36 HOURS BEFORE THE DEPRESSION MOVES OVER COLDER
WATER.

BEVEN/AVILA
 
FORECAST POSITIONS AND MAX WINDS
 
INITIAL     14/1500Z 17.3N 109.8W    30 KTS
12HR VT     15/0000Z 17.9N 112.3W    35 KTS
24HR VT     15/1200Z 18.6N 115.1W    40 KTS
36HR VT     16/0000Z 19.2N 117.6W    40 KTS
48HR VT     16/1200Z 19.5N 120.0W    35 KTS
72HR VT     17/1200Z 20.0N 124.0W    30 KTS
 
 
NNNN

"
