Status,Name,Date,Contents
Hurricane,Ike,2008-09-13T10:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE IKE TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL092008
500 AM CDT SAT SEP 13 2008

AT 5 AM CDT...1000Z...THE CENTER OF HURRICANE IKE WAS ESTIMATED BY
NOAA DOPPLER WEATHER RADAR TO BE NEAR LATITUDE 29.9 NORTH...
LONGITUDE 95.0 WEST OR NEAR MONT BELVIEU TEXAS.  THIS IS ALSO ABOUT
20 MILES...30 KM... EAST-SOUTHEAST OF HOUSTON INTERCONTINENTAL
AIRPORT. 


$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Ike,2008-09-13T12:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
HURRICANE IKE TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL092008
700 AM CDT SAT SEP 13 2008

AT 7 AM CDT...1200Z...THE CENTER OF HURRICANE IKE WAS ESTIMATED BY
NOAA DOPPLER WEATHER RADARS TO BE NEAR LATITUDE 30.3 NORTH...
LONGITUDE 95.3 WEST OR NEAR CONROE TEXAS.  THIS IS ALSO ABOUT
70 MILES...115 KM...SOUTH-SOUTHWEST OF LUFKIN TEXAS.


$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Omar,2008-10-16T16:00:00Z,"
ZCZC MIATCEAT5 ALL
TTAA00 KNHC DDHHMM
HURRICANE OMAR TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL152008
1200 AM AST THU OCT 16 2008
AT 12 AM AST...0400 UTC...THE CENTER OF HURRICANE OMAR WAS ESTIMATED
NEAR LATITUDE 17.7 NORTH...LONGITUDE 64.4 WEST OR ABOUT 25 MILES
EAST OF ST. CROIX IN THE U.S. VIRGIN ISLANDS.
 
$$
FORECASTER AVILA
 
 
NNNN
"
Hurricane,Omar,2008-10-16T06:00:00Z,"
ZCZC MIATCEAT5 ALL
TTAA00 KNHC DDHHMM
HURRICANE OMAR TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL152008
200 AM AST THU OCT 16 2008


AT 200 AM AST...0600 UTC...THE CENTER OF HURRICANE OMAR WAS
ESTIMATED NEAR LATITUDE 18.2 NORTH...LONGITUDE 63.9 WEST OR ABOUT
70 MILES WEST OF ST. MAARTEN IN THE NORTHERN LEEWARD ISLANDS.
 
$$
FORECASTER AVILA
 
 
NNNN
"
Hurricane,Omar,2008-10-16T08:00:00Z,"
ZCZC MIATCEAT5 ALL
TTAA00 KNHC DDHHMM
HURRICANE OMAR TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL152008
400 AM AST THU OCT 16 2008


AT 400 AM AST...0800 UTC...THE CENTER OF HURRICANE OMAR WAS
ESTIMATED NEAR LATITUDE 18.7 NORTH...LONGITUDE 63.4 WEST OR ABOUT
50 MILES...85 KM...NORTH-NORTHWEST OF ST. MAARTEN IN THE NORTHERN
LEEWARD ISLANDS.
 
$$
FORECASTER BLAKE/AVILA
 
 
NNNN
"
Hurricane,Alex,2010-06-30T22:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
HURRICANE ALEX TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL012010
500 PM CDT WED JUN 30 2010
 
AT 5 PM CDT THE CENTER OF HURRICANE ALEX WAS ESTIMATED NEAR LATITUDE
24.4 NORTH...LONGITUDE 97.1 WEST OR ABOUT 60 MILES...95 KM...
NORTHEAST OF LA PESCA MEXICO AND ABOUT 105 MILES...170 KM...
SOUTH-SOUTHEAST OF BROWNSVILLE TEXAS.
 
$$
FORECASTER PASCH/BERG
 
 
NNNN
"
Hurricane,Alex,2010-07-01T00:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
HURRICANE ALEX TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL012010
700 PM CDT WED JUN 30 2010
 
AT 7 PM CDT THE CENTER OF HURRICANE ALEX WAS ESTIMATED NEAR LATITUDE
24.4 NORTH...LONGITUDE 97.3 WEST OR ABOUT 50 MILES...85 KM...
NORTHEAST OF LA PESCA MEXICO AND ABOUT 105 MILES...170 KM...SOUTH
OF BROWNSVILLE TEXAS.  THIS POSITION IS ALSO ABOUT 25 MILES...40
KM...EAST OF THE COAST OF NORTHEASTERN MEXICO.
 
$$
FORECASTER PASCH/BERG
 
NNNN
"
Hurricane,Alex,2010-07-01T00:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM
HURRICANE ALEX TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL012010
700 PM CDT WED JUN 30 2010
 
AT 9 PM CDT THE CENTER OF HURRICANE ALEX WAS ESTIMATED NEAR LATITUDE
24.3 NORTH...LONGITUDE 97.7 WEST.  THIS POSITION IS ON THE COAST OF
NORTHEASTERN MEXICO ABOUT 110 MILES...180 KM...SOUTH OF BROWNSVILLE
TEXAS.
 
$$
FORECASTER PASCH/BERG
 
NNNN
"
Hurricane,Alex,2010-07-01T02:00:00Z,"
ZCZC MIATCEAT1 ALL
TTAA00 KNHC DDHHMM CCA
HURRICANE ALEX TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL012010
900 PM CDT WED JUN 30 2010
 
CORRECTED FOR TIME IN HEADER

AT 9 PM CDT THE CENTER OF HURRICANE ALEX WAS ESTIMATED NEAR LATITUDE
24.3 NORTH...LONGITUDE 97.7 WEST.  THIS POSITION IS ON THE COAST OF
NORTHEASTERN MEXICO ABOUT 110 MILES...180 KM...SOUTH OF BROWNSVILLE
TEXAS.
 
$$
FORECASTER PASCH/BERG
 
NNNN
"
Hurricane,Earl,2010-08-30T16:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
1200 PM AST MON AUG 30 2010

AT 12 PM AST THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 18.8 NORTH...LONGITUDE 63.7 WEST
OR ABOUT 90 MILES...145 KM EAST-NORTHEAST OF ST. THOMAS AND 160
MILES...255 KM EAST OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER BROWN/BERG
 
 
NNNN
"
Hurricane,Earl,2010-08-30T18:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
200 PM AST MON AUG 30 2010

AT 2 PM AST THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 19.0 NORTH...LONGITUDE 64.2 WEST
OR ABOUT 65 MILES...105 KM NORTHEAST OF ST. THOMAS AND 130 MILES...
210 KM EAST-NORTHEAST OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER BROWN/BERG
 
 
NNNN
"
Hurricane,Earl,2010-08-30T20:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
400 PM AST MON AUG 30 2010

AT 4 PM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 19.2 NORTH...LONGITUDE 64.5 WEST
OR ABOUT 120 MILES...190 KM...EAST-NORTHEAST OF SAN JUAN PUERTO
RICO.
   
$$
FORECASTER BROWN/BERG
 
 
NNNN
"
Hurricane,Earl,2010-08-30T22:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
600 PM AST MON AUG 30 2010

AT 6 PM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 19.4 NORTH...LONGITUDE 65.0 WEST
OR ABOUT 100 MILES...160 KM...NORTHEAST OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER PASCH/KIMBERLAIN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T00:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
800 PM AST MON AUG 30 2010

AT 8 PM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 19.6 NORTH...LONGITUDE 65.2 WEST
OR ABOUT 100 MILES...165 KM...NORTHEAST OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER PASCH/KIMBERLAIN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T00:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
800 PM AST MON AUG 30 2010

AT 10 PM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 19.8 NORTH...LONGITUDE 65.6 WEST
OR ABOUT 100 MILES...165 KM...NORTH-NORTHEAST OF SAN JUAN PUERTO
RICO.
   
$$
FORECASTER PASCH/KIMBERLAIN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T16:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
1200 AM AST TUE AUG 31 2010

AT 12 AM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 19.9 NORTH...LONGITUDE 66.1 WEST
OR ABOUT 105 MILES...170 KM...NORTH OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T06:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
200 AM AST TUE AUG 31 2010

AT 2 AM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 20.0 NORTH...LONGITUDE 66.3 WEST
OR ABOUT 110 MILES...175 KM...NORTH OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T08:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
400 AM AST TUE AUG 31 2010

AT 4 AM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 20.4 NORTH...LONGITUDE 66.6 WEST
OR ABOUT 140 MILES...225 KM...NORTH-NORTHWEST OF SAN JUAN PUERTO
RICO.
   
$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T10:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
600 AM AST TUE AUG 31 2010

AT 6 AM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 20.6 NORTH...LONGITUDE 66.9 WEST
OR ABOUT 160 MILES...260 KM...NORTH-NORTHWEST OF SAN JUAN PUERTO
RICO.
   
$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Earl,2010-08-31T12:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
800 AM AST TUE AUG 31 2010

AT 8 AM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM SAN
JUAN DOPPLER RADAR NEAR LATITUDE 20.9 NORTH...LONGITUDE 67.4 WEST
OR ABOUT 190 MILES...305 KM...NORTH-NORTHWEST OF SAN JUAN PUERTO
RICO.
   
$$
FORECASTER AVILA
 
 
NNNN
"
Hurricane,Earl,2010-08-31T14:00:00Z,"
ZCZC MIATCEAT2 ALL
TTAA00 KNHC DDHHMM
HURRICANE EARL TROPICAL CYCLONE POSITION ESTIMATE
NWS TPC/NATIONAL HURRICANE CENTER MIAMI FL   AL072010
1000 AM AST TUE AUG 31 2010

AT 10 AM AST...THE CENTER OF HURRICANE EARL WAS ESTIMATED FROM AIR
FORCE RESERVE HURRICANE HUNTER AIRCRAFT DATA AND SAN JUAN DOPPLER
RADAR NEAR LATITUDE 21.0 NORTH...LONGITUDE 67.7 WEST OR ABOUT 210
MILES...335 KM...NORTH-NORTHWEST OF SAN JUAN PUERTO RICO.
   
$$
FORECASTER BERG
 
 
NNNN
"
Tropical Storm,Irene,2011-08-22T16:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
1200 AM AST MON AUG 22 2011

AT 12 AM AST...0400 UTC...THE CENTER OF STRENGTHENING TROPICAL 
STORM IRENE WAS ESTIMATED BY DOPPLER RADAR AND RECONNAISSANCE
AIRCRAFT TO BE NEAR LATITUDE 17.9 NORTH...LONGITUDE 65.5 WEST 
OR ABOUT 50 MILES SOUTHEAST OF SAN JUAN PUERTO RICO.
 
SUMMARY OF 1200 AM AST...0400 UTC...INFORMATION
--------------------------------------------------
LOCATION...17.9N 65.5W
ABOUT 50 MI...85 KM SE OF SAN JUAN PUERTO RICO
MAXIMUM SUSTAINED WINDS...70 MPH...110 KM/H
PRESENT MOVEMENT...WNW OR 285 DEGREES AT 15 MPH...24 KM/H
MINIMUM CENTRAL PRESSURE...989 MB...29.20 INCHES
 
$$
FORECASTER STEWART/BERG
 
 
NNNN
"
Tropical Storm,Irene,2011-08-22T06:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
200 AM AST MON AUG 22 2011

AT 200 AM AST...0600 UTC...THE CENTER OF TROPICAL STORM IRENE 
WAS ESTIMATED BY FAA DOPPLER RADAR AND RECONNAISSANCE AIRCRAFT 
TO BE NEAR LATITUDE 18.2 NORTH...LONGITUDE 65.9 WEST...OR ABOUT 
15 MILES SOUTH-SOUTHEAST OF SAN JUAN PUERTO RICO.
 
SUMMARY OF 200 AM AST...0600 UTC...INFORMATION
--------------------------------------------------
LOCATION...18.2N 65.9W
ABOUT 15 MI...25 KM SSE OF SAN JUAN PUERTO RICO
MAXIMUM SUSTAINED WINDS...70 MPH...110 KM/H
PRESENT MOVEMENT...WNW OR 285 DEGREES AT 15 MPH...24 KM/H
MINIMUM CENTRAL PRESSURE...989 MB...29.20 INCHES
 
$$
FORECASTER STEWART
 
 
NNNN
"
Tropical Storm,Irene,2011-08-22T08:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
TROPICAL STORM IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
400 AM AST MON AUG 22 2011

AT 400 AM AST...0800 UTC...THE CENTER OF TROPICAL STORM 
IRENE WAS ESTIMATED BY FAA DOPPLER WEATHER RADAR TO BE 
NEAR LATITUDE 18.3 NORTH...LONGITUDE 66.3 WEST...OR ABOUT 
20 MILES WEST-SOUTHWEST OF SAN JUAN PUERTO RICO AND ABOUT 
60 MILES EAST OF AGUADILLA PUERTO RICO.
 
SUMMARY OF 400 AM AST...0800 UTC...INFORMATION
--------------------------------------------------
LOCATION...18.3N 66.3W
ABOUT 20 MI...35 KM WSW OF SAN JUAN PUERTO RICO
ABOUT 60 MI...95 KM E OF AGUADILLA PUERTO RICO
MAXIMUM SUSTAINED WINDS...70 MPH...110 KM/H
PRESENT MOVEMENT...WNW OR 290 DEGREES AT 12 MPH...19 KM/H
MINIMUM CENTRAL PRESSURE...989 MB...29.20 INCHES
 
$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Irene,2011-08-22T10:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
600 AM AST MON AUG 22 2011

AT 600 AM AST...1000 UTC...THE CENTER OF HURRICANE 
IRENE WAS ESTIMATED BY FAA DOPPLER WEATHER RADAR TO BE 
NEAR LATITUDE 18.6 NORTH...LONGITUDE 66.6 WEST...OR ABOUT
40 MILES WEST-NORTHWEST OF SAN JUAN PUERTO RICO AND ABOUT 
40 MILES EAST-NORTHEAST OF AGUADILLA PUERTO RICO.

SUMMARY OF 600 AM AST...1000 UTC...INFORMATION
--------------------------------------------------
LOCATION...18.6N 66.6W
ABOUT 40 MI...60 KM WNW OF SAN JUAN PUERTO RICO
ABOUT 40 MI...60 KM ENE OF AGUADILLA PUERTO RICO
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...WNW OR 295 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...987 MB...29.15 INCHES
 
$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Irene,2011-08-22T12:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
800 AM AST MON AUG 22 2011

AT 800 AM AST...1200 UTC...THE CENTER OF HURRICANE 
IRENE WAS ESTIMATED BY FAA DOPPLER WEATHER RADAR TO BE 
NEAR LATITUDE 18.9 NORTH...LONGITUDE 67.0 WEST...OR ABOUT
75 MILES WEST-NORTHWEST OF SAN JUAN PUERTO RICO.

SUMMARY OF 800 AM AST...1200 UTC...INFORMATION
--------------------------------------------------
LOCATION...18.9N 67.0W
ABOUT 75 MI...120 KM WNW OF SAN JUAN PUERTO RICO
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...WNW OR 295 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...987 MB...29.15 INCHES
 
$$
FORECASTER AVILA
 
 
NNNN
"
Hurricane,Irene,2011-08-22T14:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
1000 AM AST MON AUG 22 2011

AT 1000 AM AST...1400 UTC...THE CENTER OF HURRICANE IRENE WAS
ESTIMATED BY AN AIR FORCE RESERVE UNIT HURRICANE HUNTER AIRCRAFT
AND FAA DOPPLER WEATHER RADAR TO BE NEAR LATITUDE 19.0 NORTH...
LONGITUDE 67.3 WEST...OR ABOUT 95 MILES WEST-NORTHWEST OF SAN JUAN
PUERTO RICO.

SUMMARY OF 1000 AM AST...1400 UTC...INFORMATION
--------------------------------------------------
LOCATION...19.0N 67.3W
ABOUT 95 MI...150 KM WNW OF SAN JUAN PUERTO RICO
MAXIMUM SUSTAINED WINDS...75 MPH...120 KM/H
PRESENT MOVEMENT...WNW OR 295 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...987 MB...29.15 INCHES
 
$$
FORECASTER PASCH
 
 
NNNN
"
Hurricane,Irene,2011-08-27T16:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
1200 AM EDT SAT AUG 27 2011

AT 1200 AM EDT...0400 UTC...THE CENTER OF HURRICANE IRENE WAS
ESTIMATED BY AIR FORCE RESERVE AND NOAA HURRICANE HUNTER AIRCRAFT...
AND NOAA DOPPLER WEATHER RADAR...TO BE NEAR LATITUDE 32.7 NORTH...
LONGITUDE 76.8 WEST...OR ABOUT 135 MILES SOUTH OF CAPE LOOKOUT 
NORTH CAROLINA.

RECENTLY A SUSTAINED WIND OF 56 MPH...91 KM/H...AND A GUST TO 
70 MPH...113 KM/H WAS REPORTED AT JOHNNY MERCER PIER IN WRIGHTSVILLE
BEACH NORTH CAROLINA. ALSO...A SUSTAINED WIND OF 46 MPH...74
KM/H...AND A GUST TO 54 MPH...87 KM/H WAS REPORTED AT CAPE LOOKOUT
NORTH CAROLINA.

SUMMARY OF 1200 AM EDT...0400 UTC...INFORMATION
--------------------------------------------------
LOCATION...32.7N 76.8W
ABOUT 135 MI...215 KM S OF CAPE LOOKOUT NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...160 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...952 MB...29.11 INCHES
 
$$
FORECASTER STEWART
 
 
NNNN
"
Hurricane,Irene,2011-08-27T06:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
200 AM EDT SAT AUG 27 2011

AT 200 AM EDT...0600 UTC...THE CENTER OF HURRICANE IRENE WAS
ESTIMATED BY NOAA DOPPLER WEATHER RADAR TO BE NEAR LATITUDE 33.4
NORTH...LONGITUDE 76.4 WEST...OR ABOUT 85 MILES SOUTH OF CAPE
LOOKOUT NORTH CAROLINA.

RECENTLY A SUSTAINED WIND OF 50 MPH...80 KM/H...AND A GUST TO 
63 MPH...101 KM/H WAS REPORTED AT A NOAA AUTOMATED BUOY IN ONSLOW
BAY NORTH CAROLINA.

SUMMARY OF 200 AM EDT...0600 UTC...INFORMATION
--------------------------------------------------
LOCATION...33.4N 76.4W
ABOUT 85 MI...135 KM S OF CAPE LOOKOUT NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...160 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...952 MB...29.11 INCHES
 
$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Irene,2011-08-27T06:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM CCA
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE...CORRECTED
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
200 AM EDT SAT AUG 27 2011

CORRECTED PRESSURE IN INCHES

AT 200 AM EDT...0600 UTC...THE CENTER OF HURRICANE IRENE WAS
ESTIMATED BY NOAA DOPPLER WEATHER RADAR TO BE NEAR LATITUDE 33.4
NORTH...LONGITUDE 76.4 WEST...OR ABOUT 85 MILES SOUTH OF CAPE
LOOKOUT NORTH CAROLINA.

RECENTLY A SUSTAINED WIND OF 50 MPH...80 KM/H...AND A GUST TO 
63 MPH...101 KM/H WAS REPORTED AT A NOAA AUTOMATED BUOY IN ONSLOW
BAY NORTH CAROLINA.

SUMMARY OF 200 AM EDT...0600 UTC...INFORMATION
--------------------------------------------------
LOCATION...33.4N 76.4W
ABOUT 85 MI...135 KM S OF CAPE LOOKOUT NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...100 MPH...160 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 13 MPH...20 KM/H
MINIMUM CENTRAL PRESSURE...952 MB...28.11 INCHES
 
$$
FORECASTER BEVEN
 
 
NNNN
"
Hurricane,Irene,2011-08-27T08:00:00Z,"
ZCZC MIATCEAT4 ALL
TTAA00 KNHC DDHHMM
 
HURRICANE IRENE TROPICAL CYCLONE POSITION ESTIMATE
NWS NATIONAL HURRICANE CENTER MIAMI FL       AL092011
400 AM EDT SAT AUG 27 2011

AT 400 AM EDT...0800 UTC...THE CENTER OF HURRICANE IRENE WAS
ESTIMATED BY AN AIR FORCE RESERVE HURRICANE HUNTER AIRCRAFT AND
NOAA DOPPLER WEATHER RADAR TO BE NEAR LATITUDE 33.9 NORTH...
LONGITUDE 76.6 WEST...OR ABOUT 50 MILES SOUTH OF CAPE LOOKOUT NORTH
CAROLINA.

A NOAA C-MAN STATION AT CAPE LOOKOUT NORTH CAROLINA RECENTLY
REPORTED A SUSTAINED WIND OF 67 MPH...107 KM/H...AND A GUST TO 
76 MPH...122 KM/H.  A WEATHERFLOW STATION IN FORT MACON NORTH
CAROLINA RECENTLY REPORTED A WIND GUST OF 85 MPH...137 KM/H. 


SUMMARY OF 400 AM EDT...0800 UTC...INFORMATION
--------------------------------------------------
LOCATION...33.9N 76.6W
ABOUT 50 MI...80 KM S OF CAPE LOOKOUT NORTH CAROLINA
MAXIMUM SUSTAINED WINDS...90 MPH...150 KM/H
PRESENT MOVEMENT...NNE OR 20 DEGREES AT 14 MPH...22 KM/H
MINIMUM CENTRAL PRESSURE...952 MB...28.11 INCHES
 
$$
FORECASTER BRENNAN
 
 
NNNN
"
